,Title,genres,director_name,actor_name1,actor_name2,actor_name3,genres_director_actor
257,I'm Your Woman,Crime Drama,Julia Hart,Rachel Brosnahan,Arinzé Kene,Marsha Stephanie Blake,Rachel Brosnahan Arinzé Kene Marsha Stephanie Blake Julia Hart Crime Drama
258,The Stand In,Comedy,Jamie Babbit,Drew Barrymore,Michael Zegen,T.J. Miller,Drew Barrymore Michael Zegen T.J. Miller Jamie Babbit Comedy
259,Archenemy,Action Thriller Crime Science Fiction,Adam Egypt Mortimer,Joe Manganiello,Skylan Brooks,Zolee Griggs,Joe Manganiello Skylan Brooks Zolee Griggs Adam Egypt Mortimer Action Thriller Crime Science Fiction
260,Farewell Amor,Romance Drama,Ekwa Msangi,Ntare Mwine,Zainab Jah,Jayme Lawson,Ntare Mwine Zainab Jah Jayme Lawson Ekwa Msangi Romance Drama
261,Monster Hunter,Action Fantasy Adventure,Paul W. S. Anderson,Milla Jovovich,Tony Jaa,"Tip ""T.I."" Harris","Milla Jovovich Tony Jaa Tip ""T.I."" Harris Paul W. S. Anderson Action Fantasy Adventure"
262,Greenland,Action Thriller Drama,Ric Roman Waugh,Gerard Butler,Morena Baccarin,David Denman,Gerard Butler Morena Baccarin David Denman Ric Roman Waugh Action Thriller Drama
263,Fatale,Drama Thriller,Deon Taylor,Hilary Swank,Michael Ealy,Mike Colter,Hilary Swank Michael Ealy Mike Colter Deon Taylor Drama Thriller
264,Skylines,Science Fiction Action,Liam O'Donnell,Lindsey Morgan,Jonathan Howard,Daniel Bernhardt,Lindsey Morgan Jonathan Howard Daniel Bernhardt Liam O'Donnell Science Fiction Action
265,Hunter Hunter,Adventure Animation Action Fantasy,Shawn Linden,Devon Sawa,Camille Sullivan,Nick Stahl,Devon Sawa Camille Sullivan Nick Stahl Shawn Linden Adventure Animation Action Fantasy
266,Breach,Science Fiction Action Horror,John Suits,Cody Kearsley,Bruce Willis,Thomas Jane,Cody Kearsley Bruce Willis Thomas Jane John Suits Science Fiction Action Horror
268,Sylvie's Love,Romance Drama,Eugene Ashe,Tessa Thompson,Nnamdi Asomugha,Ryan Michelle Bathe,Tessa Thompson Nnamdi Asomugha Ryan Michelle Bathe Eugene Ashe Romance Drama
269,Wonder Woman 1984,Action Adventure Fantasy,Patty Jenkins,Gal Gadot,Chris Pine,Kristen Wiig,Gal Gadot Chris Pine Kristen Wiig Patty Jenkins Action Adventure Fantasy
270,Soul,Animation Family Comedy Fantasy Drama,Pete Docter,Jamie Foxx,Tina Fey,Graham Norton,Jamie Foxx Tina Fey Graham Norton Pete Docter Animation Family Comedy Fantasy Drama
271,We Can Be Heroes,Action Fantasy Family Comedy,Robert Rodriguez,Priyanka Chopra Jonas,Pedro Pascal,YaYa Gosselin,Priyanka Chopra Jonas Pedro Pascal YaYa Gosselin Robert Rodriguez Action Fantasy Family Comedy
273,One Night in Miami...,Drama,Regina King,Kingsley Ben-Adir,Eli Goree,Aldis Hodge,Kingsley Ben-Adir Eli Goree Aldis Hodge Regina King Drama
274,Promising Young Woman,Thriller Crime Drama,Emerald Fennell,Carey Mulligan,Bo Burnham,Alison Brie,Carey Mulligan Bo Burnham Alison Brie Emerald Fennell Thriller Crime Drama
275,Pieces of a Woman,Drama,Kornél Mundruczó,Vanessa Kirby,Shia LaBeouf,Molly Parker,Vanessa Kirby Shia LaBeouf Molly Parker Kornél Mundruczó Drama
0,Shadow in the Cloud,Horror Action War,Roseanne Liang,Chloë Grace Moretz,Taylor John Smith,Beulah Koale,Chloë Grace Moretz Taylor John Smith Beulah Koale Roseanne Liang Horror Action War
1,The White Tiger,Drama,Ramin Bahrani,Adarsh Gourav,Rajkummar Rao,Priyanka Chopra Jonas,Adarsh Gourav Rajkummar Rao Priyanka Chopra Jonas Ramin Bahrani Drama
2,Locked Down,Comedy Crime Drama,Doug Liman,Anne Hathaway,Chiwetel Ejiofor,Stephen Merchant,Anne Hathaway Chiwetel Ejiofor Stephen Merchant Doug Liman Comedy Crime Drama
3,The Dig,Drama History,Simon Stone,Carey Mulligan,Ralph Fiennes,Lily James,Carey Mulligan Ralph Fiennes Lily James Simon Stone Drama History
4,Outside the Wire,Thriller Action Science Fiction,Mikael Håfström,Anthony Mackie,Damson Idris,Emily Beecham,Anthony Mackie Damson Idris Emily Beecham Mikael Håfström Thriller Action Science Fiction
5,The Marksman,Action,Robert Lorenz,Liam Neeson,Katheryn Winnick,Juan Pablo Raba,Liam Neeson Katheryn Winnick Juan Pablo Raba Robert Lorenz Action
6,The Ultimate Playlist of Noise,Drama Music,Bennett Lasseter,Keean Johnson,Madeline Brewer,Rya Kihlstedt,Keean Johnson Madeline Brewer Rya Kihlstedt Bennett Lasseter Drama Music
7,American Skin,Crime Drama,Nate Parker,Nate Parker,Omari Hardwick,Theo Rossi,Nate Parker Omari Hardwick Theo Rossi Nate Parker Crime Drama
8,Don't Tell a Soul,Crime,Alex McAulay,Jack Dylan Grazer,Fionn Whitehead,Rainn Wilson,Jack Dylan Grazer Fionn Whitehead Rainn Wilson Alex McAulay Crime
9,Our Friend,Drama Romance,Gabriela Cowperthwaite,Jason Segel,Dakota Johnson,Casey Affleck,Jason Segel Dakota Johnson Casey Affleck Gabriela Cowperthwaite Drama Romance
10,No Man's Land,Drama Action History,Conor Allyn,Jake Allyn,Frank Grillo,Jorge A. Jiménez,Jake Allyn Frank Grillo Jorge A. Jiménez Conor Allyn Drama Action History
11,Born a Champion,Action Drama,Alex Ranarivelo,Sean Patrick Flanery,Dennis Quaid,Katrina Bowden,Sean Patrick Flanery Dennis Quaid Katrina Bowden Alex Ranarivelo Action Drama
12,Wrong Turn,Horror Thriller,Mike P. Nelson,Charlotte Vega,Adain Bradley,Bill Sage,Charlotte Vega Adain Bradley Bill Sage Mike P. Nelson Horror Thriller
13,Penguin Bloom,Drama,Glenda Ivin,Naomi Watts,Andrew Lincoln,Jacki Weaver,Naomi Watts Andrew Lincoln Jacki Weaver Glenda Ivin Drama
14,The Little Things,Crime Drama Thriller,John Lee Hancock,Denzel Washington,Rami Malek,Jared Leto,Denzel Washington Rami Malek Jared Leto John Lee Hancock Crime Drama Thriller
15,Finding ʻOhana,Action Adventure Comedy Family,Jude Weng,Kea Peahu,Alex Aiono,Lindsay Watson,Kea Peahu Alex Aiono Lindsay Watson Jude Weng Action Adventure Comedy Family
16,Nomadland,Drama,Chloé Zhao,Frances McDormand,David Strathairn,Linda May,Frances McDormand David Strathairn Linda May Chloé Zhao Drama
18,Palmer,Drama,Fisher Stevens,Justin Timberlake,Juno Temple,Alisha Wainwright,Justin Timberlake Juno Temple Alisha Wainwright Fisher Stevens Drama
19,Falling,Drama,Viggo Mortensen,Viggo Mortensen,Lance Henriksen,Terry Chen,Viggo Mortensen Lance Henriksen Terry Chen Viggo Mortensen Drama
21,Little Fish,Romance Science Fiction Drama,Chad Hartigan,Olivia Cooke,Jack O'Connell,Raúl Castillo,Olivia Cooke Jack O'Connell Raúl Castillo Chad Hartigan Romance Science Fiction Drama
22,Son of the South,History Drama,Barry Alexander Brown,Lucas Till,Lucy Hale,Cedric the Entertainer,Lucas Till Lucy Hale Cedric the Entertainer Barry Alexander Brown History Drama
23,PVT Chat,Drama,Ben Hozie,Julia Fox,Nikki Belfiglio,Austin Brown,Julia Fox Nikki Belfiglio Austin Brown Ben Hozie Drama
24,Music,Music Drama,Sia,Kate Hudson,Leslie Odom Jr.,Maddie Ziegler,Kate Hudson Leslie Odom Jr. Maddie Ziegler Sia Music Drama
25,Judas and the Black Messiah,Drama History,Shaka King,Daniel Kaluuya,Lakeith Stanfield,Jesse Plemons,Daniel Kaluuya Lakeith Stanfield Jesse Plemons Shaka King Drama History
26,The Mauritanian,Drama Thriller,Kevin Macdonald,Jodie Foster,Tahar Rahim,Shailene Woodley,Jodie Foster Tahar Rahim Shailene Woodley Kevin Macdonald Drama Thriller
27,Breaking News in Yuba County,Comedy Drama Crime,Tate Taylor,Allison Janney,Mila Kunis,Awkwafina,Allison Janney Mila Kunis Awkwafina Tate Taylor Comedy Drama Crime
28,Barb and Star Go to Vista Del Mar,Comedy,Josh Greenbaum,Kristen Wiig,Annie Mumolo,Jamie Dornan,Kristen Wiig Annie Mumolo Jamie Dornan Josh Greenbaum Comedy
29,Minari,Drama,Lee Isaac Chung,Steven Yeun,Han Ye-ri,Alan Kim,Steven Yeun Han Ye-ri Alan Kim Lee Isaac Chung Drama
30,To All the Boys: Always and Forever,Romance Comedy Drama,Michael Fimognari,Lana Condor,Noah Centineo,Jordan Fisher,Lana Condor Noah Centineo Jordan Fisher Michael Fimognari Romance Comedy Drama
31,The World to Come,Romance Drama Western,Mona Fastvold,Katherine Waterston,Vanessa Kirby,Christopher Abbott,Katherine Waterston Vanessa Kirby Christopher Abbott Mona Fastvold Romance Drama Western
32,French Exit,Drama Comedy,Azazel Jacobs,Michelle Pfeiffer,Lucas Hedges,Tracy Letts,Michelle Pfeiffer Lucas Hedges Tracy Letts Azazel Jacobs Drama Comedy
33,Land,Drama,Robin Wright,Robin Wright,Demián Bichir,Kim Dickens,Robin Wright Demián Bichir Kim Dickens Robin Wright Drama
34,Willy's Wonderland,Action Horror Comedy,Kevin Lewis,Nicolas Cage,Emily Tosta,Ric Reitz,Nicolas Cage Emily Tosta Ric Reitz Kevin Lewis Action Horror Comedy
35,The Map of Tiny Perfect Things,Fantasy Romance,Ian Samuels,Kathryn Newton,Kyle Allen,Al Madrigal,Kathryn Newton Kyle Allen Al Madrigal Ian Samuels Fantasy Romance
36,Fear of Rain,Thriller Horror Drama,Castille Landon,Katherine Heigl,Madison Iseman,Israel Broussard,Katherine Heigl Madison Iseman Israel Broussard Castille Landon Thriller Horror Drama
37,I Care a Lot,Comedy Crime Thriller Drama,J Blakeson,Rosamund Pike,Peter Dinklage,Eiza González,Rosamund Pike Peter Dinklage Eiza González J Blakeson Comedy Crime Thriller Drama
38,Flora & Ulysses,Family Adventure Comedy Fantasy,Lena Khan,Matilda Lawler,Alyson Hannigan,Ben Schwartz,Matilda Lawler Alyson Hannigan Ben Schwartz Lena Khan Family Adventure Comedy Fantasy
39,Silk Road,Crime Thriller,Tiller Russell,Jason Clarke,Nick Robinson,Katie Aselton,Jason Clarke Nick Robinson Katie Aselton Tiller Russell Crime Thriller
40,Tom & Jerry,Comedy Family Animation,Tim Story,Chloë Grace Moretz,Michael Peña,Colin Jost,Chloë Grace Moretz Michael Peña Colin Jost Tim Story Comedy Family Animation
41,The United States vs. Billie Holiday,Music Drama History,Lee Daniels,Andra Day,Trevante Rhodes,Garrett Hedlund,Andra Day Trevante Rhodes Garrett Hedlund Lee Daniels Music Drama History
42,Cherry,Drama Crime,Anthony and Joe Russo,Tom Holland,Ciara Bravo,Jack Reynor,Tom Holland Ciara Bravo Jack Reynor Anthony and Joe Russo Drama Crime
43,Crisis,Thriller Crime Drama,Nicholas Jarecki,Gary Oldman,Armie Hammer,Evangeline Lilly,Gary Oldman Armie Hammer Evangeline Lilly Nicholas Jarecki Thriller Crime Drama
44,Billie Eilish: The World's a Little Blurry,Documentary Music,R. J. Cutler,Billie Eilish,Finneas O'Connell,Maggie Baird,Billie Eilish Finneas O'Connell Maggie Baird R. J. Cutler Documentary Music
45,The Vigil,Horror Thriller Mystery,Keith Thomas,Dave Davis,Menashe Lustig,Malky Goldman,Dave Davis Menashe Lustig Malky Goldman Keith Thomas Horror Thriller Mystery
46,Moxie,Comedy Drama Music,Amy Poehler,Hadley Robinson,Lauren Tsai,Patrick Schwarzenegger,Hadley Robinson Lauren Tsai Patrick Schwarzenegger Amy Poehler Comedy Drama Music
47,Coming 2 America,Comedy,Craig Brewer,Eddie Murphy,Arsenio Hall,Jermaine Fowler,Eddie Murphy Arsenio Hall Jermaine Fowler Craig Brewer Comedy
48,The SpongeBob Movie: Sponge on the Run,Family Animation Fantasy Adventure Comedy,Tim Hill,Tom Kenny,Awkwafina,Matt Berry,Tom Kenny Awkwafina Matt Berry Tim Hill Family Animation Fantasy Adventure Comedy
49,Raya and the Last Dragon,Animation Family Fantasy Action Adventure,"Don Hall, Carlos López Estrada",Kelly Marie Tran,Awkwafina,Izaac Wang,"Kelly Marie Tran Awkwafina Izaac Wang Don Hall, Carlos López Estrada Animation Family Fantasy Action Adventure"
50,Chaos Walking,Fantasy Science Fiction Adventure,Doug Liman,Daisy Ridley,Tom Holland,Mads Mikkelsen,Daisy Ridley Tom Holland Mads Mikkelsen Doug Liman Fantasy Science Fiction Adventure
51,Boss Level,Action Science Fiction Thriller,Joe Carnahan,Frank Grillo,Mel Gibson,Naomi Watts,Frank Grillo Mel Gibson Naomi Watts Joe Carnahan Action Science Fiction Thriller
52,Boogie,Drama,Eddie Huang,Taylor Takahashi,Taylour Paige,Jorge Lendeborg Jr.,Taylor Takahashi Taylour Paige Jorge Lendeborg Jr. Eddie Huang Drama
53,Yes Day,Comedy Family,Miguel Arteta,Jennifer Garner,Édgar Ramírez,Jenna Ortega,Jennifer Garner Édgar Ramírez Jenna Ortega Miguel Arteta Comedy Family
54,Long Weekend,Horror Mystery Thriller,Steve Basilone,Finn Wittrock,Zoë Chao,Casey Wilson,Finn Wittrock Zoë Chao Casey Wilson Steve Basilone Horror Mystery Thriller
55,Cosmic Sin,Action Adventure Science Fiction,Edward Drake,Bruce Willis,Frank Grillo,Brandon Thomas Lee,Bruce Willis Frank Grillo Brandon Thomas Lee Edward Drake Action Adventure Science Fiction
56,Trust,Crime Drama Thriller,Brian DeCubellis,Victoria Justice,Matthew Daddario,Katherine McNamara,Victoria Justice Matthew Daddario Katherine McNamara Brian DeCubellis Crime Drama Thriller
57,Zack Snyder's Justice League,Action Adventure Fantasy Science Fiction,Zack Snyder,Ben Affleck,Henry Cavill,Amy Adams,Ben Affleck Henry Cavill Amy Adams Zack Snyder Action Adventure Fantasy Science Fiction
58,The Courier,Thriller History Drama Action,Dominic Cooke,Benedict Cumberbatch,Merab Ninidze,Rachel Brosnahan,Benedict Cumberbatch Merab Ninidze Rachel Brosnahan Dominic Cooke Thriller History Drama Action
60,Happily,Comedy Romance Science Fiction Thriller,BenDavid Grabinski,Joel McHale,Kerry Bishé,Stephen Root,Joel McHale Kerry Bishé Stephen Root BenDavid Grabinski Comedy Romance Science Fiction Thriller
61,Nobody,Action Crime Thriller,Ilya Naishuller,Bob Odenkirk,Connie Nielsen,Aleksei Serebryakov,Bob Odenkirk Connie Nielsen Aleksei Serebryakov Ilya Naishuller Action Crime Thriller
62,Bad Trip,Comedy,Kitao Sakurai,Eric André,Lil Rel Howery,Tiffany Haddish,Eric André Lil Rel Howery Tiffany Haddish Kitao Sakurai Comedy
63,The Seventh Day,Horror,Justin P. Lange,Guy Pearce,Vadhir Derbez,Stephen Lang,Guy Pearce Vadhir Derbez Stephen Lang Justin P. Lange Horror
64,Senior Moment,Comedy Romance,Giorgio Serafini,William Shatner,Jean Smart,Christopher Lloyd,William Shatner Jean Smart Christopher Lloyd Giorgio Serafini Comedy Romance
65,Godzilla vs. Kong,Action Fantasy Science Fiction,Adam Wingard,Alexander Skarsgård,Millie Bobby Brown,Rebecca Hall,Alexander Skarsgård Millie Bobby Brown Rebecca Hall Adam Wingard Action Fantasy Science Fiction
66,Concrete Cowboy,Drama Western,Ricky Staub,Idris Elba,Caleb McLaughlin,Jharrel Jerome,Idris Elba Caleb McLaughlin Jharrel Jerome Ricky Staub Drama Western
67,The Unholy,Horror Mystery,Evan Spiliotopoulos,Jeffrey Dean Morgan,Katie Aselton,William Sadler,Jeffrey Dean Morgan Katie Aselton William Sadler Evan Spiliotopoulos Horror Mystery
68,Every Breath You Take,Thriller,Vaughn Stein,Casey Affleck,Sam Claflin,Veronica Ferres,Casey Affleck Sam Claflin Veronica Ferres Vaughn Stein Thriller
69,Shiva Baby,Comedy Drama,Emma Seligman,Rachel Sennott,Molly Gordon,Polly Draper,Rachel Sennott Molly Gordon Polly Draper Emma Seligman Comedy Drama
70,The Girl Who Believes in Miracles,Family Drama,Richard Correll,Mira Sorvino,Austyn Johnson,Kevin Sorbo,Mira Sorvino Austyn Johnson Kevin Sorbo Richard Correll Family Drama
71,The Believer,Drama,Shan Serafin,Aidan Bristow,Sophie Kargman,Susan Wilder,Aidan Bristow Sophie Kargman Susan Wilder Shan Serafin Drama
72,Dawn of the Beast,Horror Thriller,Bruce Wemple,Francesca Anderson,Adrián Burke,Chris Cimperman,Francesca Anderson Adrián Burke Chris Cimperman Bruce Wemple Horror Thriller
73,Voyagers,Science Fiction Thriller,Neil Burger,Tye Sheridan,Lily-Rose Depp,Fionn Whitehead,Tye Sheridan Lily-Rose Depp Fionn Whitehead Neil Burger Science Fiction Thriller
74,Thunder Force,Action Adventure Comedy Science Fiction,Ben Falcone,Melissa McCarthy,Octavia Spencer,Bobby Cannavale,Melissa McCarthy Octavia Spencer Bobby Cannavale Ben Falcone Action Adventure Comedy Science Fiction
75,Arlo the Alligator Boy,Animation Comedy Family,Ryan Crego,Michael J. Woodard,Mary Lambert,Haley Tju,Michael J. Woodard Mary Lambert Haley Tju Ryan Crego Animation Comedy Family
76,Monday,Drama Romance,Argyris Papadimitropoulos,Sebastian Stan,Denise Gough,Yorgos Pirpassopoulos,Sebastian Stan Denise Gough Yorgos Pirpassopoulos Argyris Papadimitropoulos Drama Romance
77,In the Earth,Horror Science Fiction Thriller,Ben Wheatley,Joel Fry,Reece Shearsmith,Hayley Squires,Joel Fry Reece Shearsmith Hayley Squires Ben Wheatley Horror Science Fiction Thriller
78,Stowaway,Thriller,Joe Penna,Anna Kendrick,Daniel Dae Kim,Shamier Anderson,Anna Kendrick Daniel Dae Kim Shamier Anderson Joe Penna Thriller
79,Mortal Kombat,Action Fantasy Adventure,Simon McQuoid,Lewis Tan,Jessica McNamee,Josh Lawson,Lewis Tan Jessica McNamee Josh Lawson Simon McQuoid Action Fantasy Adventure
80,The Mitchells vs. the Machines,Animation Adventure Comedy,Mike Rianda,Abbi Jacobson,Danny McBride,Maya Rudolph,Abbi Jacobson Danny McBride Maya Rudolph Mike Rianda Animation Adventure Comedy
82,Together Together,Comedy,Nikole Beckwith,Ed Helms,Patti Harrison,Tig Notaro,Ed Helms Patti Harrison Tig Notaro Nikole Beckwith Comedy
84,The Deep Ones,Horror Science Fiction,Chad Ferrin,Gina La Piana,Robert Miano,Johann Urb,Gina La Piana Robert Miano Johann Urb Chad Ferrin Horror Science Fiction
85,Things Heard & Seen,Horror,Shari Springer Berman and Robert Pulcini,Amanda Seyfried,James Norton,Natalia Dyer,Amanda Seyfried James Norton Natalia Dyer Shari Springer Berman and Robert Pulcini Horror
86,Without Remorse,Adventure Action Thriller War,Stefano Sollima,Michael B. Jordan,Jamie Bell,Jodie Turner-Smith,Michael B. Jordan Jamie Bell Jodie Turner-Smith Stefano Sollima Adventure Action Thriller War
87,The Virtuoso,Thriller Crime,Nick Stagliano,Anson Mount,Abbie Cornish,Eddie Marsan,Anson Mount Abbie Cornish Eddie Marsan Nick Stagliano Thriller Crime
88,Four Good Days,Drama,Rodrigo García,Glenn Close,Mila Kunis,Stephen Root,Glenn Close Mila Kunis Stephen Root Rodrigo García Drama
89,Separation,Horror Drama,William Brent Bell,Rupert Friend,Mamie Gummer,Violet McGraw,Rupert Friend Mamie Gummer Violet McGraw William Brent Bell Horror Drama
90,The Resort,Horror,Taylor Chien,Brock O'Hurn,Avery Pascual,Michael Vlamis,Brock O'Hurn Avery Pascual Michael Vlamis Taylor Chien Horror
91,Wrath of Man,Action Adventure Crime Thriller,Guy Ritchie,Jason Statham,Holt McCallany,Jeffrey Donovan,Jason Statham Holt McCallany Jeffrey Donovan Guy Ritchie Action Adventure Crime Thriller
92,Monster,Crime Drama,Anthony Mandler,Kelvin Harrison Jr.,Jennifer Ehle,Tim Blake Nelson,Kelvin Harrison Jr. Jennifer Ehle Tim Blake Nelson Anthony Mandler Crime Drama
93,The Paper Tigers,Action Comedy,Tran Quoc Bao,Alain Uy,Ron Yuan,Mykel Shannon Jenkins,Alain Uy Ron Yuan Mykel Shannon Jenkins Tran Quoc Bao Action Comedy
94,Mainstream,Comedy Drama,Gia Coppola,Andrew Garfield,Maya Hawke,Nat Wolff,Andrew Garfield Maya Hawke Nat Wolff Gia Coppola Comedy Drama
95,The Water Man,Adventure,David Oyelowo,David Oyelowo,Rosario Dawson,Lonnie Chavis,David Oyelowo Rosario Dawson Lonnie Chavis David Oyelowo Adventure
96,Here Today,Comedy Drama,Billy Crystal,Billy Crystal,Tiffany Haddish,Penn Badgley,Billy Crystal Tiffany Haddish Penn Badgley Billy Crystal Comedy Drama
97,Above Suspicion,Thriller Drama TV Movie,Phillip Noyce,Jack Huston,Emilia Clarke,Thora Birch,Jack Huston Emilia Clarke Thora Birch Phillip Noyce Thriller Drama TV Movie
98,Reboot Camp,Comedy,Ivo Raza,David Koechner,Ed Begley Jr.,Chaz Bono,David Koechner Ed Begley Jr. Chaz Bono Ivo Raza Comedy
99,Benny Loves You,Horror Comedy,Karl Holt,Karl Holt,Claire Cartwright,David Wayman,Karl Holt Claire Cartwright David Wayman Karl Holt Horror Comedy
100,Oxygen,Crime Drama Mystery Thriller,Alexandre Aja,Mélanie Laurent,Mathieu Amalric,Malik Zidi,Mélanie Laurent Mathieu Amalric Malik Zidi Alexandre Aja Crime Drama Mystery Thriller
101,Army of the Dead,Action Crime Horror Thriller,Zack Snyder,Dave Bautista,Ella Purnell,Omari Hardwick,Dave Bautista Ella Purnell Omari Hardwick Zack Snyder Action Crime Horror Thriller
102,Those Who Wish Me Dead,Thriller Action,Taylor Sheridan,Angelina Jolie,Nicholas Hoult,Finn Little,Angelina Jolie Nicholas Hoult Finn Little Taylor Sheridan Thriller Action
103,The Woman in the Window,Drama Crime Mystery Thriller,Joe Wright,Amy Adams,Gary Oldman,Anthony Mackie,Amy Adams Gary Oldman Anthony Mackie Joe Wright Drama Crime Mystery Thriller
104,Spiral,Horror Mystery Thriller,Darren Lynn Bousman,Chris Rock,Max Minghella,Marisol Nichols,Chris Rock Max Minghella Marisol Nichols Darren Lynn Bousman Horror Mystery Thriller
